date,campaign_id,campaign_name,channel,region,device,impressions,clicks,visits,unique_visitors,pageviews,bounce_rate,avg_page_load_time_ms,step1_landing,step2_product_view,step3_add_to_cart,step4_checkout_start,step5_purchase,conversions,revenue,spend,roas,anomaly_flag,anomaly_type
2025-01-31,C01,Campaign 1,Social,EU,iOS,21719,1522,1591,1553,3593,0.47115976605678633,1863.4510490731664,1591,866,422,278,228,228,15762.009011522206,541.898356747458,29.086652165043947,0,
2025-01-31,C01,Campaign 1,Social,APAC,iOS,14748,1154,1038,939,2424,0.3665304774312008,1454.6011528960835,1038,807,355,206,128,128,3358.4632522900115,1700.1642574332993,1.9753757541993089,0,
2025-01-31,C01,Campaign 1,Social,US,Android,23393,698,693,630,863,0.27125718025554985,1766.7035419719202,693,391,204,175,112,112,13082.5295481447,512.9049405984435,25.506733339086885,0,
2025-01-31,C01,Campaign 1,Social,UK,Android,14118,750,697,595,1263,0.34485902055039164,1312.7157864946066,697,422,294,190,152,152,12066.960825290927,872.2830192511863,13.833767892959607,0,
2025-01-31,C01,Campaign 1,Social,EU,Android,22057,1050,1016,887,1506,0.3554611174442598,1960.7372732727913,1016,519,233,181,148,148,5558.981418581609,1062.7364347852676,5.230818514004214,0,
2025-01-31,C01,Campaign 1,Social,APAC,Android,14816,813,845,811,2033,0.3142570588151072,1546.6724456463835,845,477,217,117,82,82,8858.230215515874,1159.762789075693,7.637967262750084,0,
2025-01-31,C01,Campaign 1,Social,US,Desktop,17833,579,612,498,1457,0.29520881956766554,1894.8802994233383,612,367,125,69,64,64,5509.142344587441,938.2718551460164,5.871584354121006,0,
2025-01-31,C01,Campaign 1,Social,UK,Desktop,12919,357,340,302,815,0.2606711942249054,1753.5835705614406,340,268,104,55,49,49,2725.9003003226076,680.4765993589294,4.005869272934077,0,
2025-01-31,C01,Campaign 1,Social,EU,Desktop,13579,238,239,219,313,0.3982269173059812,1337.4780440880575,239,124,45,32,28,28,1995.5415695386384,125.81498480036437,15.860921278216926,0,
2025-01-31,C01,Campaign 1,Social,APAC,Desktop,11160,744,677,548,1115,0.3433278879707639,1691.3017714768641,677,357,183,150,126,126,5739.647719837444,883.2555564369285,6.498286569508041,0,
2025-01-31,C01,Campaign 1,Display,US,iOS,20983,531,530,467,803,0.1849476336504079,2183.931572932892,530,347,202,157,140,140,14930.417694429014,863.5878664563812,17.288822914678054,0,
2025-01-31,C01,Campaign 1,Display,UK,iOS,12626,500,453,418,560,0.4833206828194232,2405.5285160170315,453,335,123,93,61,61,5835.963054438164,201.08826251193574,29.02189805380494,0,
2025-01-31,C01,Campaign 1,Display,EU,iOS,18303,1068,1150,1076,1774,0.3311075890624568,1213.5803388116387,1150,824,457,348,245,245,12866.790103376175,1499.237854494418,8.582220669524911,0,
2025-01-31,C01,Campaign 1,Display,APAC,iOS,12379,795,842,792,2463,0.3860994814890691,1833.8950223124282,842,609,394,340,314,314,32369.80239906335,486.2889124065154,66.56496081490681,0,
2025-01-31,C01,Campaign 1,Display,US,Android,18226,763,769,634,2026,0.307799763661176,2681.0428775381724,769,438,228,174,154,154,12080.296673066201,410.1763709961319,29.451468995468105,0,
2025-01-31,C01,Campaign 1,Display,UK,Android,15739,637,602,540,796,0.32426496442396546,2794.148667632184,602,405,251,189,119,119,6979.819904791972,1208.1464238215244,5.777296333596628,0,
2025-01-31,C01,Campaign 1,Display,EU,Android,17427,587,574,543,782,0.4735163804938695,1833.5856755070872,574,331,194,105,90,90,4530.4205806377,1009.4861964929628,4.487847972935886,0,
2025-01-31,C01,Campaign 1,Display,APAC,Android,12108,183,186,165,453,0.4260024620588263,1521.183964577719,186,127,49,39,35,35,2161.6720417607144,187.379270517019,11.536345700333898,0,
2025-01-31,C01,Campaign 1,Display,US,Desktop,10387,297,307,294,693,0.41974179530666544,2018.874336468421,307,171,99,58,37,37,783.8706820736264,338.5724891576109,2.315222610153426,0,
2025-01-31,C01,Campaign 1,Display,UK,Desktop,11297,428,452,395,1274,0.5089268598874179,1644.9078639035138,452,268,117,59,43,43,4555.462899110072,407.4248167897439,11.181112959697222,0,
2025-01-31,C01,Campaign 1,Display,EU,Desktop,10997,744,774,660,1036,0.2647648578222904,2012.8390789684368,774,539,359,281,255,255,23477.91037913805,616.7940908524513,38.0644217046405,0,
2025-01-31,C01,Campaign 1,Display,APAC,Desktop,9904,465,432,422,775,0.3345378454487681,1522.7355725468087,432,235,151,127,108,108,3509.507732777634,337.04872613939364,10.412464016630649,0,
2025-01-31,C02,Campaign 2,Search,US,iOS,31562,976,941,800,2182,0.4763582813849675,2080.252808940023,941,751,503,330,226,226,22445.703839987407,1398.034717508237,16.05518343635494,0,
2025-01-31,C02,Campaign 2,Search,UK,iOS,26686,611,643,543,1456,0.17483909087198693,1846.9123717092943,643,396,231,152,135,135,13603.833973261075,369.80162907986676,36.78684165645747,0,
2025-01-31,C02,Campaign 2,Search,EU,iOS,36344,2485,2258,2033,6279,0.29439294395175375,1626.9247433081462,2258,1135,770,475,383,383,37350.77503235902,2639.468900260544,14.150867634269947,0,
2025-01-31,C02,Campaign 2,Search,APAC,iOS,28361,1242,1324,1198,1991,0.5216599091588591,1698.6847098134235,1324,1033,644,508,359,359,39555.44622379673,1409.3094535511582,28.067253876801487,0,
2025-01-31,C02,Campaign 2,Search,US,Android,28054,528,516,452,752,0.4837241788510941,2257.0065038951743,516,286,192,165,114,114,9500.193463345493,291.64081560329566,32.574979066949695,0,
2025-01-31,C02,Campaign 2,Search,UK,Android,24368,1264,1192,1151,1547,0.1926349638887347,1841.6793247333724,1192,654,307,228,147,147,15585.299750175627,583.2599785908701,26.721016908838852,0,
2025-01-31,C02,Campaign 2,Search,EU,Android,29080,2088,2243,1811,6034,0.3319028782076708,1751.5905276384622,2243,1624,1058,946,831,831,68786.08098674327,3750.117668405987,18.34237937818662,0,
2025-01-31,C02,Campaign 2,Search,APAC,Android,26167,1009,1009,882,2154,0.4128584820631415,1926.6980316331367,1009,518,221,163,132,132,10268.665851052809,1327.3701371155457,7.736098292347627,0,
2025-01-31,C02,Campaign 2,Search,US,Desktop,30655,1468,1533,1496,3637,0.39711977941293714,1674.483620648561,1533,815,482,325,286,286,13002.294774723812,1948.7832333656847,6.672006692231204,0,
2025-01-31,C02,Campaign 2,Search,UK,Desktop,18249,643,672,627,1837,0.30222813515810343,1941.48715654973,672,454,191,117,73,73,3471.102153657977,1238.287240358308,2.803147800064213,0,
2025-01-31,C02,Campaign 2,Search,EU,Desktop,26778,963,986,858,2626,0.2788494034878592,2271.284568616573,986,600,225,140,127,127,3164.2860585209855,1868.284911113163,1.6936849619128156,0,
2025-01-31,C02,Campaign 2,Search,APAC,Desktop,16687,1063,1043,941,2479,0.2928498054502866,1384.7975454049088,1043,801,303,185,158,158,6505.16473642247,1309.3295877791825,4.968317219086293,0,
2025-01-31,C02,Campaign 2,Social,US,iOS,27129,1029,927,860,2615,0.4424517479354011,2680.987482627614,927,482,171,101,60,60,3637.702717662405,1254.6945889401625,2.8992734564474083,0,
2025-01-31,C02,Campaign 2,Social,UK,iOS,23720,676,684,577,1786,0.23312522981684097,1742.667910207008,684,492,292,246,150,150,10279.582810135242,705.6780903826627,14.566957583394732,0,
2025-01-31,C02,Campaign 2,Social,EU,iOS,31192,1113,1052,998,2127,0.42958332462701065,1975.078568112678,1052,658,410,233,140,140,10749.390686643332,1502.7623907792376,7.153087376021818,0,
2025-01-31,C02,Campaign 2,Social,APAC,iOS,20259,619,597,566,1543,0.2254389516570937,1834.881253972645,597,349,155,107,75,75,3565.4877139761898,692.3934822804521,5.149510798733947,0,
2025-01-31,C02,Campaign 2,Social,US,Android,25199,1574,1570,1405,3794,0.41335726603008727,2211.333911143597,1570,948,303,186,164,164,10419.053210080807,2339.2207623396143,4.454070080867442,0,
2025-01-31,C02,Campaign 2,Social,UK,Android,22383,1304,1308,1284,1893,0.4448236530242874,1674.8877394819215,1308,762,526,290,208,208,13719.685118490808,838.397697716506,16.364173179218287,0,
2025-01-31,C02,Campaign 2,Social,EU,Android,19772,1409,1319,1249,1830,0.4253682815137495,2332.4196381930874,1319,893,511,308,249,249,5839.162538976498,1040.2575358654947,5.613189366725724,0,
2025-01-31,C02,Campaign 2,Social,APAC,Android,19653,774,825,660,2013,0.3249665709213689,1711.888169660315,825,545,302,157,96,96,10058.26019278916,319.3364500954412,31.497375854785798,0,
2025-01-31,C02,Campaign 2,Social,US,Desktop,16837,508,538,437,1073,0.428538803489387,2205.224634336238,538,380,249,152,99,99,4048.4604871043093,499.9265761430673,8.098110163172711,0,
2025-01-31,C02,Campaign 2,Social,UK,Desktop,14419,1009,1073,976,2214,0.40485405881460157,1628.5396035927718,1073,657,327,184,114,114,6674.333953030151,912.1621249796833,7.317047891216498,0,
2025-01-31,C02,Campaign 2,Social,EU,Desktop,22150,630,588,581,1713,0.36065163901807773,1338.5574048571298,588,344,195,153,99,99,8728.772309077222,914.0964523629984,9.54907142075957,0,
2025-01-31,C02,Campaign 2,Social,APAC,Desktop,13631,648,627,566,959,0.39253404844436546,1100.9097331306743,627,499,239,152,100,100,8679.409623378102,853.9262091711033,10.1641213610285,0,
2025-01-31,C02,Campaign 2,Display,US,iOS,22949,269,244,221,592,0.3914105920151865,1395.8247424080719,244,135,82,51,45,45,1234.932429382765,268.7678645471727,4.594791983273046,0,
2025-01-31,C02,Campaign 2,Display,UK,iOS,20975,551,533,434,659,0.3162271987651313,1515.881637214865,533,374,209,146,109,109,7364.629144596333,667.4025528202297,11.034763222699352,0,
2025-01-31,C02,Campaign 2,Display,EU,iOS,21528,1328,1247,1088,2612,0.44758887084343196,1869.2617611514625,1247,680,399,287,218,218,23541.191166505065,1638.7248002383005,14.365554950460105,0,
2025-01-31,C02,Campaign 2,Display,APAC,iOS,17598,1116,1088,959,3046,0.4003157176913952,1701.014731132091,1088,816,562,315,199,199,4673.800236939912,2103.3323031718105,2.2220931185680235,0,
2025-01-31,C02,Campaign 2,Display,US,Android,16021,163,149,133,315,0.37187779411914607,2746.53579242157,149,119,72,42,27,27,746.7004673172795,108.71922949360264,6.8681545187111315,0,
2025-01-31,C02,Campaign 2,Display,UK,Android,12844,302,297,285,828,0.3757582207055946,1486.6248605537135,297,175,89,46,36,36,3392.1730943972366,108.89548936308442,31.150721799751455,0,
2025-01-31,C02,Campaign 2,Display,EU,Android,20685,1163,1155,1019,2874,0.43222634790493547,1987.270989153127,1155,644,378,236,168,168,6272.408028954792,1682.7484652516266,3.7274780862847847,0,
2025-01-31,C02,Campaign 2,Display,APAC,Android,14320,679,667,617,1484,0.5032884056509346,1846.8644283316917,667,521,347,251,205,205,10241.21253288088,582.5752908746273,17.579208547457657,0,
2025-01-31,C02,Campaign 2,Display,US,Desktop,14332,535,495,478,1076,0.28606960046059093,2082.41671491272,495,299,98,83,68,68,4091.609598405919,1050.9625249049952,3.8932021850881804,0,
2025-01-31,C02,Campaign 2,Display,UK,Desktop,10941,364,367,354,589,0.3625402594351481,2063.253637469261,367,227,123,69,53,53,3582.8043994676773,152.74803201332153,23.455650146479215,0,
2025-01-31,C02,Campaign 2,Display,EU,Desktop,14795,623,683,576,1097,0.36332708995611257,1635.4428908175269,683,494,290,246,156,156,11295.157825711438,969.7598750514107,11.647375929131567,0,
2025-01-31,C02,Campaign 2,Display,APAC,Desktop,9517,476,461,414,1169,0.317900844056784,2732.901027495466,461,279,102,70,52,52,3748.9149585427813,565.5841983542869,6.628394091368211,0,
2025-01-31,C03,Campaign 3,Search,US,iOS,29757,1266,1150,1142,1851,0.2598765070005069,2445.3949801175445,1150,870,505,447,372,372,16577.400686888992,618.9753482385145,26.78200470190793,0,
2025-01-31,C03,Campaign 3,Search,UK,iOS,24039,1359,1404,1259,3368,0.37876865977494883,1846.6844907293703,1404,1016,592,459,279,279,7470.282047530356,1186.7806115223727,6.294577089482161,0,
2025-01-31,C03,Campaign 3,Search,EU,iOS,19516,1162,1257,1030,3710,0.37128742658119995,1596.3833704791673,1257,994,330,296,253,253,22085.378153822054,988.6322135573514,22.33932685073372,0,
2025-01-31,C03,Campaign 3,Search,APAC,iOS,16711,595,644,581,905,0.36935605104241337,862.5705098440287,644,461,256,207,140,140,16430.2251144025,805.6885316986063,20.392775207763233,0,
2025-01-31,C03,Campaign 3,Search,US,Android,24412,315,327,300,722,0.4738637580679646,1811.8377796508473,327,223,78,66,53,53,3362.077394827577,278.77412934759934,12.060220231682447,0,
2025-01-31,C03,Campaign 3,Search,UK,Android,17338,871,928,876,2294,0.3663059610119801,1745.0457891031888,928,484,304,256,224,224,18772.938198842392,1496.7577893470523,12.542402205925333,0,
2025-01-31,C03,Campaign 3,Search,EU,Android,21796,1529,1452,1383,1832,0.2871001712942051,2140.8864335077974,1452,1160,604,442,297,297,10338.700796380905,1061.9552845596056,9.73553307441601,0,
2025-01-31,C03,Campaign 3,Search,APAC,Android,16044,334,360,294,696,0.4423609340138846,2585.524991871358,360,261,119,60,45,45,1554.894117735897,268.34536949142904,5.7943765554171796,0,
2025-01-31,C03,Campaign 3,Search,US,Desktop,14232,815,877,747,2204,0.3045947110413374,2716.1387363516224,877,577,209,186,165,165,14254.410554049791,1573.624638884575,9.058329541760148,0,
2025-01-31,C03,Campaign 3,Search,UK,Desktop,16787,505,547,469,1392,0.2869101903624178,1632.4967325556825,547,279,119,99,63,63,2487.733853412027,296.38773992516764,8.39351133093472,0,
2025-01-31,C03,Campaign 3,Search,EU,Desktop,16719,240,258,243,640,0.4178440555036906,1919.871231309948,258,194,87,68,41,41,1668.0226629825474,280.6770300420589,5.942854186295891,0,
2025-01-31,C03,Campaign 3,Search,APAC,Desktop,13604,823,826,671,1001,0.3897238858571998,1844.5768676221458,826,495,284,225,206,206,7326.574503289604,909.5953467780901,8.054762515267171,0,
2025-01-31,C03,Campaign 3,Social,US,iOS,23094,1549,1409,1298,2524,0.27570428463308116,1551.141861448069,1409,1073,608,499,426,426,20679.07953605429,2886.008556565894,7.165286980528098,0,
2025-01-31,C03,Campaign 3,Social,UK,iOS,19076,1053,1064,972,1710,0.401269836750729,2035.8073004960688,1064,685,301,232,183,183,3984.519447318827,1956.97343008133,2.036062107983364,0,
2025-01-31,C03,Campaign 3,Social,EU,iOS,19852,846,897,774,1152,0.35743170236550603,1654.6347819806033,897,672,224,140,132,132,7579.75630686632,1335.8828573351739,5.6739677923455485,0,
2025-01-31,C03,Campaign 3,Social,APAC,iOS,12792,362,375,329,725,0.3262753798147553,1863.1726638923212,375,241,153,77,59,59,1784.8060622628236,647.170712018483,2.7578597565024703,0,
2025-01-31,C03,Campaign 3,Social,US,Android,15382,501,532,444,777,0.45396184148775814,1913.9357921517576,532,289,104,60,56,56,5480.42220393279,257.40514680626615,21.291035831764404,0,
2025-01-31,C03,Campaign 3,Social,UK,Android,12233,557,558,478,815,0.31098455889999577,1025.0132897516569,558,340,181,98,88,88,10361.255813653745,1066.3979049324125,9.716125440353743,0,
2025-01-31,C03,Campaign 3,Social,EU,Android,18007,1263,1374,1229,2972,0.32909021872884825,1614.9335152004178,1374,1057,417,358,248,248,14617.170498635385,1879.9771009944498,7.775185395026011,0,
2025-01-31,C03,Campaign 3,Social,APAC,Android,12264,828,795,717,1122,0.42655213759968136,1983.3956483975096,795,565,285,239,176,176,10146.017026295,1272.4386359535658,7.973678839680605,0,
2025-01-31,C03,Campaign 3,Social,US,Desktop,12326,811,800,777,2287,0.27914614350597433,1743.3984610702514,800,415,143,122,95,95,4314.942115157138,859.2750773453519,5.021607432730085,0,
2025-01-31,C03,Campaign 3,Social,UK,Desktop,9302,306,297,294,530,0.32476265172762325,1334.666254525779,297,173,68,60,42,42,3495.3113040382323,523.2790505386535,6.6796316428877205,0,
2025-01-31,C03,Campaign 3,Social,EU,Desktop,13964,397,394,349,712,0.3589041681854829,1665.3007055325663,394,294,89,74,46,46,1481.6890179259967,275.8101004693574,5.372134723871771,0,
2025-01-31,C03,Campaign 3,Social,APAC,Desktop,11521,910,869,802,1355,0.314073685063627,1698.7613066636475,869,594,299,258,234,234,10659.24160041988,518.7684171569449,20.547206128770753,0,
2025-01-31,C03,Campaign 3,Display,US,iOS,13864,389,418,363,648,0.4229213130128675,1633.5372746645974,418,235,158,102,90,90,4917.664170070734,647.435570931477,7.595603934760032,0,
2025-01-31,C03,Campaign 3,Display,UK,iOS,14080,778,735,614,2099,0.22228759289360409,2200.2398689547176,735,441,232,116,91,91,3570.2731953372795,486.5566060846359,7.337837264337204,0,
2025-01-31,C03,Campaign 3,Display,EU,iOS,15650,925,954,929,1695,0.38430418958093154,1444.3545763253985,954,576,390,296,231,231,14687.486073120532,554.6207558117916,26.482034650186574,0,
2025-01-31,C03,Campaign 3,Display,APAC,iOS,9923,501,498,451,875,0.16087127146377744,1802.554599973826,498,370,234,172,136,136,11161.51241123104,621.0830811108282,17.971045663115305,0,
2025-01-31,C03,Campaign 3,Display,US,Android,11597,742,755,668,1726,0.20445261744756366,2754.5516163571956,755,548,347,234,217,217,13195.665262904851,757.7414793212658,17.41446868491962,0,
2025-01-31,C03,Campaign 3,Display,UK,Android,9286,96,99,96,137,0.3504842746594434,2054.619276416119,99,62,31,22,15,15,723.9747115536537,43.404276151627855,16.67980152518916,0,
2025-01-31,C03,Campaign 3,Display,EU,Android,14220,681,636,518,800,0.3848406502667395,2063.780848159211,636,383,173,129,121,121,2513.110472995163,807.8061045455999,3.1110317919778736,0,
2025-01-31,C03,Campaign 3,Display,APAC,Android,8303,543,582,562,1413,0.42369318074006335,1339.5366027168604,582,412,241,179,133,133,6157.140973480253,784.2010437796044,7.851482757284731,0,
2025-01-31,C03,Campaign 3,Display,US,Desktop,11076,405,404,357,860,0.30522355819710284,2240.9514908570386,404,202,113,62,57,57,6782.322371694066,276.6161232466391,24.518897496248787,0,
2025-01-31,C03,Campaign 3,Display,UK,Desktop,7858,488,455,371,621,0.29649243820974647,1734.7797670623654,455,275,146,84,53,53,2448.9355529205077,443.54193173272347,5.521316876069851,0,
2025-01-31,C03,Campaign 3,Display,EU,Desktop,9903,186,198,170,469,0.3629760563277773,1683.854488541069,198,116,46,26,23,23,1258.8343297330093,371.48469133200456,3.3886573501031827,0,
2025-01-31,C03,Campaign 3,Display,APAC,Desktop,8368,539,492,475,1122,0.42670909328265255,1764.6806226079996,492,376,154,108,86,86,9799.984265748013,775.5108394171069,12.636811463672027,0,
2025-01-31,C04,Campaign 4,Search,US,iOS,36452,1783,1710,1381,2994,0.39203005684253284,2046.0377969951128,1710,905,391,343,228,228,16158.820732858207,2499.704458232428,6.4642924805136,0,
2025-01-31,C04,Campaign 4,Search,UK,iOS,30223,931,861,724,1894,0.3324374350194014,1918.2123151090657,861,593,238,149,100,100,11573.525977665382,1466.2894473840693,7.893070497310819,0,
2025-01-31,C04,Campaign 4,Search,EU,iOS,42444,3360,3551,3490,6372,0.38708077677387487,2443.0760527900484,3551,1802,663,446,401,401,26562.532984188212,3492.1272758682776,7.606404602645458,0,
2025-01-31,C04,Campaign 4,Search,APAC,iOS,30815,470,485,466,975,0.22073364340917437,1590.5413411703094,485,349,243,136,90,90,7927.6510587283565,463.2727016825547,17.112277563379006,0,
2025-01-31,C04,Campaign 4,Search,US,Android,36253,1626,1777,1764,4619,0.2425882885545794,1902.0787598499164,1777,1077,682,457,308,308,21277.343605237227,652.7763652016642,32.59515009962708,0,
2025-01-31,C04,Campaign 4,Search,UK,Android,33857,1680,1810,1565,4422,0.20569645912920423,1710.7908554229284,1810,1130,457,269,219,219,22836.959708738,1177.3858859921918,19.39632535130411,0,
2025-01-31,C04,Campaign 4,Search,EU,Android,40049,2397,2586,2550,6082,0.2301495056427644,1374.6249302128476,2586,2003,1256,782,469,469,45594.488422241775,3360.6031695825923,13.567352680889393,0,
2025-01-31,C04,Campaign 4,Search,APAC,Android,23528,543,506,411,707,0.32946674027779793,1900.2532681671194,506,267,119,69,56,56,6675.229441306237,302.00421383736995,22.103100339192174,0,
2025-01-31,C04,Campaign 4,Search,US,Desktop,28181,1786,1929,1773,5762,0.3244912819994494,2004.1188651987816,1929,1505,710,452,369,369,10332.01334598488,648.4638690318483,15.933059403001897,0,
2025-01-31,C04,Campaign 4,Search,UK,Desktop,25053,357,323,303,934,0.4995325741250759,1134.486103266519,323,189,92,79,49,49,4899.007740113515,237.7812877848938,20.60299944436901,0,
2025-01-31,C04,Campaign 4,Search,EU,Desktop,28076,904,976,824,2337,0.26668013473214236,1438.2416304286007,976,761,432,342,233,233,22315.57028142701,1425.186503266899,15.658000009313803,0,
2025-01-31,C04,Campaign 4,Search,APAC,Desktop,21448,1413,1415,1275,2045,0.37008215950935514,1414.9099873376765,1415,1116,686,560,453,453,15145.493494203643,975.0875977004027,15.532443987516618,0,
2025-01-31,C04,Campaign 4,Social,US,iOS,33927,815,829,761,1077,0.3623281704469495,1607.9300934686626,829,432,187,158,141,141,6651.72511247344,1145.3133469845304,5.807777522183441,0,
2025-01-31,C04,Campaign 4,Social,UK,iOS,22540,1488,1505,1452,4103,0.356544630863821,2528.8761161654525,1505,892,277,170,154,154,5919.036510344797,1020.2299068905297,5.8016692809809065,0,
2025-01-31,C04,Campaign 4,Social,EU,iOS,33022,2410,2481,2047,5702,0.492810084980726,1807.808008807477,2481,1537,655,469,325,325,28564.94521283455,3498.972772424534,8.163808943572064,0,
2025-01-31,C04,Campaign 4,Social,APAC,iOS,22657,1207,1195,984,3223,0.2906802705437589,2357.799893786211,1195,861,264,178,135,135,3195.365355046695,912.9800025220393,3.4999291837934416,0,
2025-01-31,C04,Campaign 4,Social,US,Android,28666,2176,1970,1865,3494,0.3643520075344334,1569.9392140141354,1970,1104,688,597,537,537,52533.49003922418,1023.9082890429116,51.30683148227011,0,
2025-01-31,C04,Campaign 4,Social,UK,Android,24008,1572,1644,1492,4358,0.370308580710729,1834.7180325797028,1644,982,526,451,364,364,14468.655043254137,797.8534975967202,18.134475924259725,0,
2025-01-31,C04,Campaign 4,Social,EU,Android,25145,950,881,712,1168,0.35252366846003125,1553.4894791355034,881,542,231,201,158,158,17122.01104000674,1578.4076803401986,10.847648078040512,0,
2025-01-31,C04,Campaign 4,Social,APAC,Android,22017,1105,1018,890,2128,0.5034202983948167,1849.2011615666927,1018,727,424,367,296,296,27856.960411459902,483.60609827759436,57.60258299197408,0,
2025-01-31,C04,Campaign 4,Social,US,Desktop,25940,670,637,572,1343,0.37290700133066707,1857.217790714431,637,419,129,79,49,49,2284.917573555573,1296.2989491003916,1.7626470924328568,0,
2025-01-31,C04,Campaign 4,Social,UK,Desktop,21203,1093,1111,1013,2592,0.3613207686237336,1717.3591099595278,1111,758,294,184,124,124,7889.670730831083,1861.6455814401506,4.238009001008512,0,
2025-01-31,C04,Campaign 4,Social,EU,Desktop,25411,1307,1399,1303,3322,0.2331452022515743,1372.1175753429861,1399,1106,523,349,308,308,35699.7167988155,2028.6732545622847,17.5975686170902,0,
2025-01-31,C04,Campaign 4,Social,APAC,Desktop,16644,358,331,308,817,0.5492124653290011,1468.336368712066,331,243,141,114,92,92,6503.603422679992,516.4860635574042,12.592021124219853,0,
2025-01-31,C04,Campaign 4,Display,US,iOS,27607,2148,2221,1795,4563,0.30436664037644723,1113.0901162866803,2221,1318,487,324,234,234,27525.553109975473,3222.521600205037,8.541619428780283,0,
2025-01-31,C04,Campaign 4,Display,UK,iOS,21206,739,697,646,842,0.4154939395449935,1911.1081515104406,697,417,289,229,165,165,8002.335038252315,1162.624321462846,6.882992975911218,0,
2025-01-31,C04,Campaign 4,Display,EU,iOS,19010,772,725,595,2020,0.32557676342623143,2329.3950852429407,725,419,236,167,135,135,10296.71363816634,978.0817880353743,10.5274566647937,0,
2025-01-31,C04,Campaign 4,Display,APAC,iOS,19655,259,240,199,289,0.2948375189036507,1118.399346064347,240,140,82,68,51,51,4577.4147345089405,168.7703445287039,27.122150797828283,0,
2025-01-31,C04,Campaign 4,Display,US,Android,19744,833,878,828,1857,0.30608432863908186,2015.7425940550143,878,485,189,150,139,139,14611.799206696225,1367.7151429162611,10.683364355782992,0,
2025-01-31,C04,Campaign 4,Display,UK,Android,18304,752,736,654,1881,0.3119543197593059,1926.0795732292534,736,482,293,149,114,114,7793.722201166983,1219.5399595861713,6.390706708627769,0,
2025-01-31,C04,Campaign 4,Display,EU,Android,25165,1176,1198,966,2809,0.41424422517522463,1399.6155962390383,1198,860,460,397,344,344,37475.04581603031,1794.7399245087452,20.880488200142953,0,
2025-01-31,C04,Campaign 4,Display,APAC,Android,16920,175,172,155,316,0.3649103743825296,3040.1892032951146,172,98,43,26,23,23,688.1865026520519,88.9452145555625,7.737195374599428,0,
2025-01-31,C04,Campaign 4,Display,US,Desktop,20364,759,739,607,1139,0.4125279885883074,1698.7037467223454,739,468,298,190,151,151,5822.993368089931,439.3802398202073,13.252742932801615,0,
2025-01-31,C04,Campaign 4,Display,UK,Desktop,13925,930,927,810,1115,0.2342943422679548,913.4128950801665,927,508,211,188,113,113,6759.061236204398,1718.3350896929016,3.9334942740489383,0,
2025-01-31,C04,Campaign 4,Display,EU,Desktop,16835,447,437,421,1007,0.3115265021675211,1915.9564016256581,437,301,120,71,54,54,5428.125272654588,643.1958244930139,8.439304277096634,0,
2025-01-31,C04,Campaign 4,Display,APAC,Desktop,13437,590,643,617,1050,0.27728405559617475,1816.7818432703332,643,362,241,129,118,118,2542.5963172719903,996.1569523319962,2.5524053326333673,0,
2025-01-31,C05,Campaign 5,Search,US,iOS,11385,482,520,470,1139,0.2500262870835851,2278.8449668967323,520,308,122,102,82,82,1920.189294416283,413.51084169562705,4.64362502937632,0,
2025-01-31,C05,Campaign 5,Search,UK,iOS,8813,197,214,202,593,0.39758073757949575,2376.365843535034,214,167,98,70,43,43,2355.930950384371,138.05493108989214,17.065170593945293,0,
2025-01-31,C05,Campaign 5,Search,EU,iOS,10331,412,393,369,684,0.4541861646966685,1821.5477687201803,393,243,168,110,79,79,5053.436871376632,366.78076131665955,13.777813354320827,0,
2025-01-31,C05,Campaign 5,Search,APAC,iOS,9818,638,657,553,1474,0.20897178608515493,2091.966216910699,657,460,230,115,94,94,4873.3430688687595,824.4211572246543,5.9112299898688505,0,
2025-01-31,C05,Campaign 5,Search,US,Android,11722,692,672,624,1236,0.3292347946148111,1584.1586578853153,672,520,336,175,150,150,9393.316138144952,895.4614634798172,10.489916675634436,0,
2025-01-31,C05,Campaign 5,Search,UK,Android,9363,568,578,564,1181,0.27091411235403273,1772.5256207544592,578,298,142,101,65,65,7034.518996260444,311.01816982057034,22.6177107283434,0,
2025-01-31,C05,Campaign 5,Search,EU,Android,11176,654,642,522,792,0.3425754073518013,2670.4948809869425,642,333,179,103,83,83,8273.961520912488,976.8436860108064,8.47009776426088,0,
2025-01-31,C05,Campaign 5,Search,APAC,Android,8215,98,102,96,264,0.24594700409015563,1367.9607386615214,102,58,33,20,12,12,1035.2851013118986,58.05123797435884,17.83398834266347,0,
2025-01-31,C05,Campaign 5,Search,US,Desktop,10588,644,668,619,1156,0.2928149681935859,1648.4469813907801,668,366,116,102,83,83,7950.644827691432,588.7823961672943,13.503536925435466,0,
2025-01-31,C05,Campaign 5,Search,UK,Desktop,8069,419,413,375,640,0.42340194049958885,1086.1178467261777,413,243,118,90,84,84,6389.51565258345,568.7532315032523,11.234249404958172,0,
2025-01-31,C05,Campaign 5,Search,EU,Desktop,6877,254,237,235,299,0.3201065655529854,1873.329870391295,237,154,53,27,23,23,2241.731319596542,131.2486058264217,17.080039101986852,0,
2025-01-31,C05,Campaign 5,Search,APAC,Desktop,6705,491,538,473,699,0.39066997748474114,1727.7980919193506,538,334,177,92,79,79,7587.933019560303,635.9608032661458,11.931447631033949,0,
